id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,assigned_zone
205563530,d2556f52-d97b-4406-ba44-1a5ba8af936c,2024-04-05 16:16:54,2024-04-05,2024-04-05 20:16:54 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-05 20:17:21 UTC,2024-04-05 20:54:24 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/205563530,https://inaturalist-open-data.s3.amazonaws.com/photos/363497080/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31441684,-72.87389461,3.0,,,,3.0,,,False,,,common comfrey,Symphytum officinale,common comfrey,Plantae,55724.0,D
205568047,1c399f29-ea13-4789-876d-50672bb42e8c,2024-04-05 16:53:44,2024-04-05,2024-04-05 20:53:44 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-05 20:54:26 UTC,2024-04-05 20:54:33 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/205568047,https://inaturalist-open-data.s3.amazonaws.com/photos/363497116/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.3144231,-72.8738899,4.0,,,,4.0,,,False,,,Bittercresses and Toothworts,Cardamine,Bittercresses and Toothworts,Plantae,49652.0,D
205568908,3b25a70e-7588-47db-b65e-a0e1a110c71b,2024-04-05 17:00:12,2024-04-05,2024-04-05 21:00:12 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-05 21:00:50 UTC,2024-05-19 21:46:19 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/205568908,https://inaturalist-open-data.s3.amazonaws.com/photos/363498824/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31438003,-72.87391514,5.0,,,,5.0,,,False,,,lemon balm,Melissa officinalis,lemon balm,Plantae,59901.0,Garden Boundary
206241577,112e961b-b9fc-443c-bf81-b98511b9e618,2024-04-09 09:21:22,2024-04-09,2024-04-09 13:21:22 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-09 13:22:23 UTC,2025-11-27 19:36:48 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/206241577,https://inaturalist-open-data.s3.amazonaws.com/photos/364758951/medium.jpeg,,,"Plant, looks like this, but we didn't plant it. Is it invasive in connecticut?",2,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31423022,-72.87380562,8.0,,,,8.0,,open,False,,,dicots,Magnoliopsida,Dicots,Plantae,47124.0,Garden Boundary
206242207,cb1413bc-9b65-469c-a8cf-772dbb9d0a1b,2024-04-09 09:26:39,2024-04-09,2024-04-09 13:26:39 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-09 13:27:47 UTC,2024-04-09 13:27:56 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/206242207,https://inaturalist-open-data.s3.amazonaws.com/photos/364760155/medium.jpeg,,,Tree by Hemingway Creek,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31435517,-72.87379428,6.0,,,,6.0,,open,False,,,Eastern Cottonwood,Populus deltoides,Eastern Cottonwood,Plantae,52119.0,Garden Boundary
206303157,b8992904-ef61-49b1-9e17-7cb8dfb0c964,2024-04-09 16:06:13,2024-04-09,2024-04-09 20:06:13 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-09 20:07:45 UTC,2024-04-09 20:07:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/206303157,https://inaturalist-open-data.s3.amazonaws.com/photos/364872168/medium.jpeg,,,"Plant - this is at the edge of a goldenrod patch, but none is coming up in the center",0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31439798,-72.87393778,5.0,,,,5.0,,,False,,,common wrinkle-leaved goldenrod,Solidago rugosa,common wrinkle-leaved goldenrod,Plantae,128551.0,Garden Boundary
206303783,9aff6580-d993-41b1-9ac8-c878ccfef8fd,2024-04-09 16:11:45,2024-04-09,2024-04-09 20:11:45 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-09 20:12:26 UTC,2024-04-12 20:23:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/206303783,https://inaturalist-open-data.s3.amazonaws.com/photos/365789701/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31441027,-72.87388784,7.0,,,,7.0,,open,False,,,northern bayberry,Morella pensylvanica,northern bayberry,Plantae,64544.0,Garden Boundary
206836619,a87c2422-e69b-4655-adb7-9edc1d6ffa27,2024-04-12 16:07:07,2024-04-12,2024-04-12 20:07:07 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-12 20:23:46 UTC,2024-04-12 20:23:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/206836619,https://inaturalist-open-data.s3.amazonaws.com/photos/365789774/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31445839,-72.87393504,8.0,,,,8.0,,,False,,,beardtongues,Penstemon,beardtongues,Plantae,48367.0,outside
206836721,07acf0f4-483b-4ad1-bf25-d8b0c70d5a77,2024-04-12 16:23:22,2024-04-12,2024-04-12 20:23:22 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-12 20:24:29 UTC,2024-04-12 20:24:35 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/206836721,https://inaturalist-open-data.s3.amazonaws.com/photos/365790007/medium.jpeg,,,"Plant - we didn't plant it, but rather looks like some kind of juniper",0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31435197,-72.87386023,6.0,,,,6.0,,,False,,,junipers,Juniperus,junipers,Plantae,47574.0,Garden Boundary
206837218,f9d4dde1-9935-45c4-a657-7eb8a7090733,2024-04-12 16:26:43,2024-04-12,2024-04-12 20:26:43 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-12 20:27:47 UTC,2025-04-05 12:25:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/206837218,https://inaturalist-open-data.s3.amazonaws.com/photos/365790979/medium.jpeg,,,Plant - I hope it is not Japanese barberry. It is where we planted meadowsweet something.,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31440095,-72.8738745,8.0,,,,8.0,,,False,,,Japanese barberry,Berberis thunbergii,Japanese barberry,Plantae,58727.0,Garden Boundary
207479092,6434992d-5857-4d3d-b3c0-70f36c7f53b1,2024-04-15 18:33:18,2024-04-15,2024-04-15 22:33:18 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-15 22:33:48 UTC,2024-04-15 22:33:56 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/207479092,https://inaturalist-open-data.s3.amazonaws.com/photos/366998242/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31441364,-72.87383694,7.0,,,,7.0,,,False,,,beebalms and bergamots,Monarda,beebalms and bergamots,Plantae,52736.0,A
207479241,392f90f5-994f-4402-af9c-152cf244e1cf,2024-04-15 18:33:57,2024-04-15,2024-04-15 22:33:57 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-15 22:34:54 UTC,2024-04-15 22:37:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/207479241,https://inaturalist-open-data.s3.amazonaws.com/photos/366999407/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31441479,-72.87383749,5.0,,,,5.0,,,False,,,Comfrey,Symphytum,Comfreys,Plantae,55725.0,A
207479352,6089f5d2-0802-4517-80cf-73d0474171d5,2024-04-15 18:34:28,2024-04-15,2024-04-15 22:34:28 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-15 22:35:40 UTC,2024-04-15 22:35:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/207479352,https://inaturalist-open-data.s3.amazonaws.com/photos/366998866/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.3144141,-72.87383685,4.0,,,,4.0,,,False,,,White Wood Aster,Eurybia divaricata,White Wood Aster,Plantae,127685.0,A
207479622,175f5ca9-2d42-47e9-89a0-0bb241e245bf,2024-04-15 18:35:27,2024-04-15,2024-04-15 22:35:27 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-15 22:37:30 UTC,2026-02-22 11:50:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/207479622,https://inaturalist-open-data.s3.amazonaws.com/photos/367000307/medium.jpeg,,,Plant -. Is this meadow suite or the invasive Japanese barberry,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31441703,-72.87383577,9.0,,,,9.0,,,False,,,white meadowsweet,Spiraea alba,white meadowsweet,Plantae,126823.0,A
207762308,242e69c6-9f94-421e-90a6-8f237b611dd9,2024-04-17 10:44:47,2024-04-17,2024-04-17 14:44:47 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-17 14:45:56 UTC,2024-04-17 14:53:05 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/207762308,https://inaturalist-open-data.s3.amazonaws.com/photos/367532300/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.3144279,-72.87387071,5.0,,,,5.0,,,False,,,common wrinkle-leaved goldenrod,Solidago rugosa,common wrinkle-leaved goldenrod,Plantae,128551.0,D
207763413,622c344d-f580-40f4-a252-eef68e9c8bb6,2024-04-17 10:52:01,2024-04-17,2024-04-17 14:52:01 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-17 14:53:08 UTC,2026-02-22 11:50:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/207763413,https://inaturalist-open-data.s3.amazonaws.com/photos/367532368/medium.jpeg,,,,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31444247,-72.87383246,7.0,,,,7.0,,,False,,,white meadowsweet,Spiraea alba,white meadowsweet,Plantae,126823.0,C
207763633,92fae58c-8e41-4566-bd5d-2ca59aeeeec2,2024-04-17 10:54:28,2024-04-17,2024-04-17 14:54:28 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-17 14:54:55 UTC,2024-04-17 14:55:02 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/207763633,https://inaturalist-open-data.s3.amazonaws.com/photos/367532817/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31437382,-72.87380631,8.0,,,,8.0,,,False,,,pussytoes,Antennaria,pussytoes,Plantae,51901.0,A
207767567,420d37b5-6f76-4eb2-9361-00242a835d74,2024-04-17 11:22:17,2024-04-17,2024-04-17 15:22:17 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-17 15:22:44 UTC,2024-04-19 20:13:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/207767567,https://inaturalist-open-data.s3.amazonaws.com/photos/368251408/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31444715,-72.87382886,6.0,,,,6.0,,,False,,,lemon balm,Melissa officinalis,lemon balm,Plantae,59901.0,C
212269012,7024817f-86ca-4946-b45f-ae9cc66bb070,2024-04-30 11:02:09,2024-04-30,2024-04-30 15:02:09 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-30 15:02:31 UTC,2024-04-30 15:02:39 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/212269012,https://inaturalist-open-data.s3.amazonaws.com/photos/375126238/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.3144107,-72.87375069,6.0,,,,6.0,,,False,,,orange coneflower,Rudbeckia fulgida,orange coneflower,Plantae,142654.0,Garden Boundary
212275611,8f2f4e44-fece-425c-910e-be31af5560d6,2024-04-30 11:23:00,2024-04-30,2024-04-30 15:23:00 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-30 15:23:32 UTC,2024-04-30 15:23:38 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/212275611,https://inaturalist-open-data.s3.amazonaws.com/photos/375137950/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31425389,-72.87388535,5.0,,,,5.0,,,False,,,elms,Ulmus,elms,Plantae,53549.0,Garden Boundary
212277552,8b362340-73db-416b-82f4-c91c20abab63,2024-04-30 11:28:58,2024-04-30,2024-04-30 15:28:58 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-30 15:29:57 UTC,2024-08-04 14:20:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/212277552,https://inaturalist-open-data.s3.amazonaws.com/photos/375141520/medium.jpeg,,,,2,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31441154,-72.87389085,4.0,,,,4.0,,,False,,,Jacob's ladder,Polemonium reptans,Jacob's ladder,Plantae,67524.0,B
212278137,faa16b1c-0475-413d-9504-8273e20d94e2,2024-04-30 11:30:24,2024-04-30,2024-04-30 15:30:24 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-04-30 15:31:39 UTC,2024-04-30 15:32:08 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/212278137,https://inaturalist-open-data.s3.amazonaws.com/photos/375142651/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31442149,-72.87382759,4.0,,,,4.0,,,False,,,Common Blue Wood Aster,Symphyotrichum cordifolium,Common Blue Wood Aster,Plantae,153441.0,A
213005327,ad5fc090-abf4-4e57-b88f-57b36b8ae650,2024-05-02 18:06:56,2024-05-02,2024-05-02 22:06:56 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-02 22:27:37 UTC,2025-04-05 21:58:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/213005327,https://inaturalist-open-data.s3.amazonaws.com/photos/376422840/medium.jpeg,,,,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.3144322,-72.8739206,5.0,,,,5.0,,,False,,,ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178.0,Garden Boundary
214249800,a8745541-4f0d-4301-a154-8ccb32f06759,2024-05-07 15:42:41,2024-05-07,2024-05-07 19:42:41 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-07 19:43:42 UTC,2024-05-10 14:15:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/214249800,https://inaturalist-open-data.s3.amazonaws.com/photos/379688445/medium.jpeg,,,Plant seems to be coming up everywhere!,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31441538,-72.87388299,4.0,,,,4.0,,,False,,,plantains,Plantago,plantains,Plantae,50636.0,Garden Boundary
214790345,34088f96-aca1-48fb-9c8f-a5153a8d345f,2024-05-07 15:48:30,2024-05-07,2024-05-07 19:48:30 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-10 14:16:38 UTC,2024-05-10 14:16:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/214790345,https://inaturalist-open-data.s3.amazonaws.com/photos/379688728/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31439894,-72.8739385,8.0,,,,8.0,,,False,,,common evening-primrose,Oenothera biennis,common evening-primrose,Plantae,62207.0,Garden Boundary
215769531,30b89865-1616-4216-a2b8-299777827efb,2024-05-14 15:40:19,2024-05-14,2024-05-14 19:40:19 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-14 19:42:02 UTC,2024-05-14 19:47:12 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/215769531,https://inaturalist-open-data.s3.amazonaws.com/photos/381519451/medium.jpeg,,,Plant - significant succer growth 6' and more from 1st planting,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31432751,-72.87384735,5.0,,,,5.0,,,False,,,gray dogwood,Cornus racemosa,gray dogwood,Plantae,320160.0,Garden Boundary
215773140,0f46ea62-7490-46f3-8683-7de4dcb93540,2024-05-14 16:04:08,2024-05-14,2024-05-14 20:04:08 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-14 20:04:40 UTC,2024-07-04 14:46:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/215773140,https://inaturalist-open-data.s3.amazonaws.com/photos/381525571/medium.jpeg,,,,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.3145118,-72.87385036,8.0,,,,8.0,,,False,,,Jacob's ladder,Polemonium reptans,Jacob's ladder,Plantae,67524.0,outside
215773294,421e7b35-2080-459c-aa45-ac589e4ae47b,2024-05-14 16:04:49,2024-05-14,2024-05-14 20:04:49 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-14 20:05:45 UTC,2024-05-14 20:05:52 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/215773294,https://inaturalist-open-data.s3.amazonaws.com/photos/381525947/medium.jpeg,,,Plant- we didn't plant it but I'm guessing we will need it.,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31448844,-72.87383269,5.0,,,,5.0,,,False,,,common sneezeweed,Helenium autumnale,common sneezeweed,Plantae,77349.0,Garden Boundary
215773459,721c400f-ad3c-4e59-8da4-0a521f34164a,2024-05-14 16:05:57,2024-05-14,2024-05-14 20:05:57 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-14 20:06:41 UTC,2024-05-14 20:12:37 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/215773459,https://inaturalist-open-data.s3.amazonaws.com/photos/381528309/medium.jpeg,,,Plant - I forgot we planted it years ago in an open vacant lot community pollinator garden,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31445786,-72.87386402,4.0,,,,4.0,,,False,,,pussytoes,Antennaria,pussytoes,Plantae,51901.0,Garden Boundary
215774693,7b0046f0-cb44-4fc7-84e2-778b497def4d,2024-05-14 16:12:24,2024-05-14,2024-05-14 20:12:24 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-14 20:13:17 UTC,2025-09-21 03:05:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/215774693,https://inaturalist-open-data.s3.amazonaws.com/photos/381530491/medium.jpeg,,,Oh no ... Another invasive plant to tackle,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31436384,-72.87371187,6.0,,,,6.0,,,False,,,Porcelain Berry,Ampelopsis glandulosa,Porcelain Berry,Plantae,204237.0,Garden Boundary
215776147,0db7daaa-d43c-4ccb-a42c-e76a7086b53f,2024-05-14 16:16:33,2024-05-14,2024-05-14 20:16:33 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-14 20:19:31 UTC,2024-05-14 20:21:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/215776147,https://inaturalist-open-data.s3.amazonaws.com/photos/381531015/medium.jpeg,,,"Plant - I'm thinking this is a very aggressive, almost invasive ground cover in connecticut. Yes?",0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31443059,-72.87384839,6.0,,,,6.0,,,False,,,slender yellow woodsorrel,Oxalis dillenii,slender yellow woodsorrel,Plantae,84772.0,Garden Boundary
215778181,4ff21202-a53a-4a86-a790-70e4002b28c5,2024-05-14 16:25:53,2024-05-14,2024-05-14 20:25:53 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-14 20:31:01 UTC,2024-05-14 20:31:16 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/215778181,https://inaturalist-open-data.s3.amazonaws.com/photos/381534645/medium.jpeg,,,Plant - I planted the little guy a couple weeks ago and it is blooming!,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31436021,-72.87367362,6.0,,,,6.0,,,False,,,robin's-plantain,Erigeron pulchellus,robin's-plantain,Plantae,59753.0,Garden Boundary
216816064,fcc21e76-ccbc-4bbf-b555-8ea146b11411,2024-05-19 11:59:17,2024-05-19,2024-05-19 15:59:17 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-19 16:00:59 UTC,2025-02-28 15:48:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/216816064,https://inaturalist-open-data.s3.amazonaws.com/photos/383487829/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31420089,-72.87373391,6.0,,,,6.0,,,False,,,,Magnoliopsida,Dicots,Plantae,47124.0,Garden Boundary
216825030,285dd2de-2514-4fd0-a211-1204324c0a1b,2024-05-19 12:30:13,2024-05-19,2024-05-19 16:30:13 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-19 16:31:38 UTC,2024-05-19 16:31:46 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/216825030,https://inaturalist-open-data.s3.amazonaws.com/photos/383504159/medium.jpeg,,,"Plant - fifth summer we've had a pollinator garden on the vacant lot and this year first time a whole bunch of weed, invasive, is coming up in places.",0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31443941,-72.87383013,6.0,,,,6.0,,,False,,,slender yellow woodsorrel,Oxalis dillenii,slender yellow woodsorrel,Plantae,84772.0,Garden Boundary
217505776,394c78fb-f9a1-4458-9922-9622b0a0bb4c,2024-05-22 11:30:46,2024-05-22,2024-05-22 15:30:46 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-22 15:31:51 UTC,2024-05-22 15:31:58 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/217505776,https://inaturalist-open-data.s3.amazonaws.com/photos/384793455/medium.jpeg,,,Plant - a new volunteer in our butterfly garden. There is a chokecherry tree nearby I'm not sure this is the same any other cherry,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31453482,-72.87370661,7.0,,,,7.0,,open,False,,,wild cherry,Prunus avium,wild cherry,Plantae,61964.0,outside
218504613,f4ab3b76-90cd-42df-a22b-7229fe85a9ca,2024-05-26 18:38:11,2024-05-26,2024-05-26 22:38:11 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-26 22:38:36 UTC,2024-05-26 22:38:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/218504613,https://inaturalist-open-data.s3.amazonaws.com/photos/386657379/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31442455,-72.87394246,5.0,,,,5.0,,,False,,,foxglove beardtongue,Penstemon digitalis,foxglove beardtongue,Plantae,81942.0,Garden Boundary
219111578,b03b96a5-7819-4aa8-843c-f627abc70123,2024-05-29 10:14:02,2024-05-29,2024-05-29 14:14:02 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-29 14:14:16 UTC,2024-08-16 00:51:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/219111578,https://inaturalist-open-data.s3.amazonaws.com/photos/387797911/medium.jpeg,,,,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31435823,-72.87416309,3.0,,,,3.0,,,False,,,tree-of-heaven,Ailanthus altissima,tree-of-heaven,Plantae,57278.0,outside
219114285,d9fb377f-2b7d-4dbe-823d-92628afdeabb,2024-05-29 10:27:24,2024-05-29,2024-05-29 14:27:24 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-29 14:28:57 UTC,2024-05-29 14:29:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/219114285,https://inaturalist-open-data.s3.amazonaws.com/photos/387803154/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31444405,-72.87389332,4.0,,,,4.0,,,False,,,New England aster,Symphyotrichum novae-angliae,New England aster,Plantae,117443.0,D
219192656,cff2a945-54b6-448e-879a-20d7083e1a92,2024-05-22 10:36:17,2024-05-22,2024-05-22 14:36:17 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-29 21:02:28 UTC,2024-05-30 22:25:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/219192656,https://inaturalist-open-data.s3.amazonaws.com/photos/387947113/medium.jpeg,,,"FOY - male Monarch, never landed, just flitting around near common milkweed",2,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.3143057156,-72.8737953678,78.0,,,,78.0,,open,False,gps,gps,Monarch,Danaus plexippus,Monarch,Insecta,48662.0,Garden Boundary
219194623,3e8876ff-6326-48fb-8bec-1439b876fc82,2024-05-22 11:39:29,2024-05-22,2024-05-22 15:39:29 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-29 21:13:20 UTC,2024-10-14 00:00:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/219194623,https://inaturalist-open-data.s3.amazonaws.com/photos/387950622/medium.jpeg,,,Beetle - seems to have no spots,2,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.3142911097,-72.8738366067,152.0,,,,152.0,,,False,gps,gps,Black-spotted Lady Beetles,Coccinellini,Black-spotted Lady Beetles,Insecta,333796.0,Garden Boundary
219194958,efcaa322-775b-43a3-a848-37c57ceb40e6,2024-05-22 11:40:17,2024-05-22,2024-05-22 15:40:17 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-29 21:14:45 UTC,2024-05-30 18:42:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/219194958,https://inaturalist-open-data.s3.amazonaws.com/photos/387951150/medium.jpeg,,,,2,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.3143727012,-72.8737128899,141.0,,,,141.0,,,False,gps,gps,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484.0,Garden Boundary
219401594,21243582-8d9a-4772-bfdf-a0c289c39dfe,2024-05-30 16:32:20,2024-05-30,2024-05-30 20:32:20 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-30 20:36:02 UTC,2026-01-19 13:07:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/219401594,https://inaturalist-open-data.s3.amazonaws.com/photos/388338929/medium.jpeg,,,"Red maple with lots of spots on lots of leaves. It doesn't match any of the suggestions.  The tree trunk was damaged, scraped by a snow plow in the winter.  Any idea of what these spots are?",0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31453359,-72.87378248,5.0,,,,5.0,,,False,,,American Tar Spot,Rhytisma americanum,American Tar Spot,Fungi,552771.0,outside
219402137,38dad4db-2cb2-45b9-9657-14572de8513b,2024-05-30 16:37:05,2024-05-30,2024-05-30 20:37:05 UTC,Eastern Time (US & Canada),5082106,mariposasquimnipiac,,2024-05-30 20:38:36 UTC,2025-08-02 14:56:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/219402137,https://inaturalist-open-data.s3.amazonaws.com/photos/388339979/medium.jpeg,,,"Plant - european, not native, so I think it does not belong in our pollinator Garden of native plants.",1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31453054,-72.87386775,5.0,,,,5.0,,,False,,,Silvery Cinquefoil,Potentilla argentea,Silvery Cinquefoil,Plantae,124552.0,outside
